"Respondent ID","Start Date","EndDate","IP Address","Country Code","Country Name","State","gender",,"withFamily","age","howDidYouHearAboutThis","howDidYouHearAboutThis1","whatDrewYou","whatDrewYou1","howYouArrive","howYouArrive1","parkingGood","whereLive","whereLive1","wantHappenAgain","spendMoreTimeIfTrafficFree","howMuchSpendingToday","learnAboutNewBusinesses","suggestionsComments","enterRaffleFamilyCycling","likeContactAbout","Type","Platform","Agent","Referrer"
88565455,"2014-05-05 03:26:07","2014-05-05 03:26:07","63.249.68.13","US","United States","California","Male",,2,"18-40","Newspaper Article",,"Free activities| music & info booths| Community and family  fun",,"Walk",,,"Capitola",,"Yes","Yes","$11-25","Yes","Good job","Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88565456,"2014-05-05 03:30:25","2014-05-05 03:30:25","63.249.68.13","US","United States","California",,,"I did not come with my family","41-62","Newspaper Article",,"Closed road for walking| bicycling & playing",,"Walk",,,"Capitola",,"Yes","Yes","$1-10","Yes",,"Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88565457,"2014-05-05 03:34:24","2014-05-05 03:34:24","63.249.68.13","US","United States","California","Female",,"I did not come with my family","41-62","Good Times ad",,"Closed road for walking| bicycling & playing",,"Walk",,,"Capitola",,"Yes","Yes","$1-10","No","More of this","Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88565458,"2014-05-05 03:36:15","2014-05-05 03:36:15","63.249.68.13","US","United States","California","Female",,1,"0-17","Word of Mouth| Poster/Flier",,"Closed road for walking| bicycling & playing| Community and family  fun",,,,,"Aptos/Rio Del Mar",,"Yes","Yes","$11-25","Yes",,"Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88565460,"2014-05-05 03:39:42","2014-05-05 03:39:42","63.249.68.13","US","United States","California","Female",,2,"41-62","Poster/Flier",,"Free activities| music & info booths",,"Walk",,,,"Elk Grove| CA","Yes","Yes","$100+","Yes","I love being here| come as oftem as possible","Yes","Open Streets updates and future events| Volunteer opportunities| Making a donation","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88565461,"2014-05-05 03:41:51","2014-05-05 03:41:51","63.249.68.13","US","United States","California","Male",,1,"41-62","Poster/Flier",,"Free activities| music & info booths",,"Walk",,,"Capitola",,"Yes","No","$1-10","No",,"Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88565462,"2014-05-05 03:50:21","2014-05-05 03:50:21","63.249.68.13","US","United States","California","Female",,1,"18-40","Word of Mouth",,"Closed road for walking| bicycling & playing",,"Walk",,,"Santa Cruz",,,"Yes","$26-50","Yes",,"Yes","Volunteer opportunities","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88565467,"2014-05-05 03:56:19","2014-05-05 03:56:19","63.249.68.13","US","United States","California","Female",,1,"18-40",,"Family","Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun| Shopping & Dining",,"Car",,"Yes","Santa Cruz",,"Yes","Yes","$26-50","No","Great job","Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88565468,"2014-05-05 04:03:34","2014-05-05 04:03:34","63.249.68.13","US","United States","California","Female",,2,"41-62","Word of Mouth",,"Free activities| music & info booths",,"Walk",,,,"Lodi","Yes","Yes","$100+","Yes","No","Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88565469,"2014-05-05 04:09:31","2014-05-05 04:09:31","63.249.68.13","US","United States","California","Female",,"I did not come with my family","63+","Newspaper Article| Word of Mouth| Poster/Flier| Good Times ad",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun| Shopping & Dining","Music... Sazda","Bike",,,"Capitola",,"Yes","Yes","$26-50","No","Food booths and more advertising","Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88565470,"2014-05-05 04:18:03","2014-05-05 04:18:03","63.249.68.13","US","United States","California","Male",,2,"41-62","Word of Mouth",,"Closed road for walking| bicycling & playing| Free activities| music & info booths",,"Walk",,,"Live Oak",,"Yes","Yes","$26-50","Yes",,"Yes","Open Streets updates and future events","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88565471,"2014-05-05 04:23:03","2014-05-05 04:23:03","63.249.68.13","US","United States","California","Female",,"I did not come with my family","41-62","Newspaper Article",,"Closed road for walking| bicycling & playing| Free activities| music & info booths",,"Walk",,,"Capitola",,"Yes","Yes","$1-10","No",,"Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88565472,"2014-05-05 04:35:24","2014-05-05 04:35:24","63.249.68.13","US","United States","California","Female",,"I did not come with my family","41-62",,,,"All of the above","Walk",,,"Capitola",,"Yes","No","$26-50","No",,"Yes","Open Streets updates and future events","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88565473,"2014-05-05 04:42:06","2014-05-05 04:42:06","63.249.68.13","US","United States","California","Female",,1,"41-62","Newspaper Article| Email/Web| Good Times ad",,,"Life","Walk",,,"Live Oak",,"Yes","No","$11-25","No","Busses aha train| from out areas.   Aha everyday.  Timing ten minutes brfore next car aha bus ","Yes","Volunteer opportunities","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88565474,"2014-05-05 04:45:00","2014-05-05 04:45:00","63.249.68.13","US","United States","California","Male",,3,"41-62","Word of Mouth",,"Community and family  fun",,"Bike",,,"Capitola",,"Yes","Yes","$26-50","No","More booths!","Yes","Open Streets updates and future events","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88565476,"2014-05-05 04:47:41","2014-05-05 04:47:41","63.249.68.13","US","United States","California","Female",,"I did not come with my family","41-62","I just happened upon it",,"Closed road for walking| bicycling & playing",,"Walk",,,"Live Oak",,"Yes","Yes","I have not and will not be spending money at the Capitola Village today","Yes",,"Yes","Open Streets updates and future events","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88565477,"2014-05-05 04:51:26","2014-05-05 04:51:26","63.249.68.13","US","United States","California","Female",,1,"18-40","Facebook",,"Community and family  fun",,"Bike",,,"Pleasure Point",,"Yes","Yes","$26-50","No",,"Yes","Open Streets updates and future events| Volunteer opportunities","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88565479,"2014-05-05 04:53:58","2014-05-05 04:53:58","63.249.68.13","US","United States","California","Male",,"I did not come with my family","41-62","Good Times ad",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun",,"Bike",,,"Soquel",,"Yes","Yes","$11-25","No",,"Yes","Open Streets updates and future events","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88565480,"2014-05-05 04:57:25","2014-05-05 04:57:25","63.249.68.13","US","United States","California","Female",,1,"18-40","Email/Web",,"Free activities| music & info booths| Community and family  fun",,"Bike",,,"Pleasure Point",,"Yes","Yes","$11-25","No","Awesome!","Yes","Open Streets updates and future events","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88565481,"2014-05-05 05:00:40","2014-05-05 05:00:40","63.249.68.13","US","United States","California","Male",,"I did not come with my family","41-62","Word of Mouth| Poster/Flier",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun| Shopping & Dining",,"Bike",,,"Live Oak",,"Yes","Yes","$11-25","Yes","Awesome event. Do it more often","Yes","Open Streets updates and future events","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88565482,"2014-05-05 05:04:13","2014-05-05 05:04:13","63.249.68.13","US","United States","California","Female",,2,"63+","Newspaper Article",,"Closed road for walking| bicycling & playing",,"Bike",,,,,"Yes","Yes","$1-10","No",,"Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88565483,"2014-05-05 05:07:11","2014-05-05 05:07:11","63.249.68.13","US","United States","California","Female",,3,"41-62","Newspaper Article| Word of Mouth| Good Times ad",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun",,"Walk",,,"Capitola",,"Yes","Yes","$26-50","No",,"Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88565484,"2014-05-05 05:09:36","2014-05-05 05:09:36","63.249.68.13","US","United States","California","Female",,1,"41-62","Newspaper Article",,"Closed road for walking| bicycling & playing| Free activities| music & info booths",,"Car",,"Yes",,"Scottsvalley","Yes","Yes","$1-10","Yes",,"Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88565485,"2014-05-05 05:11:54","2014-05-05 05:11:54","63.249.68.13","US","United States","California","Female",,"I did not come with my family","41-62","Newspaper Article",,"Closed road for walking| bicycling & playing",,"Walk",,,"Live Oak",,"Yes","Yes","$1-10","Yes",,"Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88565487,"2014-05-05 05:15:55","2014-05-05 05:15:55","63.249.68.13","US","United States","California","Female",,2,"41-62","Word of Mouth",,"Closed road for walking| bicycling & playing| Free activities| music & info booths",,"Car",,"Yes",,"Gilroy","Yes","Yes","$11-25","Yes","More food vendors","Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88565488,"2014-05-05 05:23:14","2014-05-05 05:23:14","63.249.68.13","US","United States","California","Female",,3,"41-62","Newspaper Article| Word of Mouth| Email/Web| Good Times ad",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun| Shopping & Dining",,"Bike",,,"Capitola",,"Yes","Yes","$100+","Yes","What a great event!!!!!!","Yes","Open Streets updates and future events","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88565490,"2014-05-05 05:26:37","2014-05-05 05:26:37","63.249.68.13","US","United States","California","Female",,2,"41-62","I just happened upon it",,"Closed road for walking| bicycling & playing",,"Car",,"Yes","I live outside of the county",,"Yes","No","$26-50","No","Do it again soon","Yes","Open Streets updates and future events","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88565492,"2014-05-05 05:28:35","2014-05-05 05:28:35","63.249.68.13","US","United States","California","Female",,3,"0-17",,"My mom","Free activities| music & info booths",,"Bike",,,"Soquel",,"Yes","Yes","I have not and will not be spending money at the Capitola Village today","No","Well to be honest i think a drawing contest is neccessary","Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88565493,"2014-05-05 05:34:14","2014-05-05 05:34:14","63.249.68.13","US","United States","California","Female",,"I did not come with my family","41-62",,"Santa cruz life","Shopping & Dining",,"Walk",,,"Live Oak",,"Yes","Yes","$100+","No",,"Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88565494,"2014-05-05 05:36:28","2014-05-05 05:36:28","63.249.68.13","US","United States","California","Female",,2,"41-62","Email/Web",,"Closed road for walking| bicycling & playing",,"Walk",,,"Capitola",,"Yes","Yes","$51-100","Yes",,"Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88565496,"2014-05-05 05:38:41","2014-05-05 05:38:41","63.249.68.13","US","United States","California","Female",,"I did not come with my family","41-62","Word of Mouth",,"Closed road for walking| bicycling & playing| Community and family  fun",,"Car",,"Yes","I live outside of the county",,"Yes","Yes","$26-50","Yes","Love this| wish more cities did this kind of thing",,"Open Streets updates and future events","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88565497,"2014-05-05 05:42:12","2014-05-05 05:42:12","63.249.68.13","US","United States","California","Female",,2,"41-62","Poster/Flier",,"Shopping & Dining",,"Car",,"Yes","I live outside of the county",,"Yes","Yes","$26-50","Yes",,"Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88565498,"2014-05-05 05:57:01","2014-05-05 05:57:01","63.249.68.13","US","United States","California","Female",,2,"41-62","Word of Mouth",,"Community and family  fun",,"Car",,"No",,"Seattle wa","Yes","No","$100+","Yes","What do disabled people do ","No","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88565499,"2014-05-05 06:06:07","2014-05-05 06:06:07","63.249.68.13","US","United States","California","Female",,"I did not come with my family","41-62","Newspaper Article| Good Times ad",,"Community and family  fun",,"Walk",,,"Capitola",,"Yes","Yes","$11-25","No",,"Yes","Volunteer opportunities","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88565501,"2014-05-05 06:10:53","2014-05-05 06:10:53","63.249.68.13","US","United States","California","Female",,1,"41-62","Newspaper Article",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun| Shopping & Dining",,"Car",,"Yes","Soquel",,"Yes","Yes","$11-25","Yes","Lower parking prices","Yes","Open Streets updates and future events","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88565502,"2014-05-05 06:17:20","2014-05-05 06:17:20","63.249.68.13","US","United States","California","Female",,4,"0-17","Good Times ad",,"Free activities| music & info booths",,"Walk",,,"Aptos/Rio Del Mar",,"Yes","Yes","$11-25","Yes","No","Yes","Open Streets updates and future events","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88575409,"2014-05-06 03:35:40","2014-05-06 03:38:43","74.220.70.223","US","United States","California","Female",,1,"41-62","Facebook",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun","great town | great weather |",,"Loved the valet parking",,"Aptos/Rio Del Mar",,"Yes","Yes","$26-50","No","Keep it up| more music and dance. A couple food vendors out on the esplanade from the local restaruants would be great. I did not want to come in a sit down and miss anything.","No","Open Streets updates and future events","Browser| Direct","Mac OS X 10.6","Safari 5.1","http://surveys.civinomics.com/open-streets-capitola-participant-survey-questions"
