"Respondent ID","Start Date","EndDate","IP Address","Country Code","Country Name","State","heardOfBagBans","impressionOfBagBans",,"proposedBagBan","voteInFavor","includeFeeVoteYes","bagsFoundDecreased","trenchHasBags","carmelDoesntFee","highCostsPlasticBags","everyOtherCityFees","commentsOrSuggestions","howLongInSC","rentOrOwn","zip","childrenInHome","localMerchant","ageLower","whatYearBorn","gender","contactMeFor","Interviewers Name",,"Type","Platform","Agent","Referrer",,,
55788760,"2013-09-16 04:38:16","2013-09-16 04:38:16","174.253.225.139","US","United States","California","Yes","They've had a positive impact.",,"No","Probably yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee",,"5 years or less","Rent",95066,"No","No",18,"1995-1989 (age 18-24)","Male","I would not like to be contacted",,,,,"Laura Kasa",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
55788763,"2013-09-16 04:46:59","2013-09-16 04:46:59","174.253.225.139","US","United States","California","Yes",,"Its inconvenient butitsa good thing","No","Don't know","Probably no","Somewhat more likely to support a ban","Somewhat more likely to support a ban","Makes no difference","Makes no difference","Makes no difference",,"6-10 years","Own",95066,"Yes","No",40,"1973-1969 (age 40-44)","Male","I would not like to be contacted",,,,,"Laura Kasa",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
55788766,"2013-09-16 05:01:40","2013-09-16 05:01:40","174.253.225.139","US","United States","California","Yes","They've had a positive impact.",,"No","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","I cant believe we are not doing it.  ","more than 20 years","Own",95066,"No","No",68,"1948 or earlier (age 65+)","Male","I would like to receive updates about this topic",,,,,"Laura Kasa",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
55788767,"2013-09-16 05:06:00","2013-09-16 05:06:00","174.253.225.139","US","United States","California","No",,,"No","Probably yes","Probably yes","Makes no difference","Somewhat more likely to support a ban","Somewhat more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee","Makes no difference",,"5 years or less","Own",95066,"No","No",18,"1995-1989 (age 18-24)","Male","I would not like to be contacted",,,,,"Laura Kasa",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
55789544,"2013-09-16 03:14:50","2013-09-16 03:14:50","166.137.186.153","US","United States","California","Yes","They've had little to no impact.",,"Yes","Probably yes","Probably yes","Somewhat more likely to support a ban","Somewhat more likely to support a ban","Somewhat more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee","Makes no difference",,"more than 20 years","Own",95066,"Yes","No",35,"1978-1974 (age 35-39)","Male","I would not like to be contacted",,,,,"Brad Hunt",,"Mobile App, Direct","iOS 5.1.1","iPad 1.6"
55789548,"2013-09-16 03:26:44","2013-09-16 03:26:44","166.137.186.153","US","United States","California","Yes","They've had little to no impact.",,"No","Probably yes","Probably yes","Somewhat more likely to support a ban","Somewhat more likely to support a ban","Makes no difference","Somewhat more likely to support a $0.10 fee","Makes no difference","Arguments for beach cleanups and ocean valid. Not much plastic bag litter in scotts valley and a ban here may not make much difference. Not impact personal behavior as already use reusable. What does waste management see in waste stream. Impacts people not using reusable only. Is there a problem with plastic waste in scotts valley?","6-10 years","Own",95066,"Yes","No",35,"1978-1974 (age 35-39)","Male","I would not like to be contacted",,,,,"Brad Hunt",,"Mobile App, Direct","iOS 5.1.1","iPad 1.6"
55789549,"2013-09-16 03:32:50","2013-09-16 03:32:50","166.137.186.153","US","United States","California","Yes","No opinion.",,"No","Probably yes","Probably yes","Much more likely to support a ban","Somewhat more likely to support a ban","Somewhat more likely to support a $0.10 fee","Makes no difference","Somewhat more likely to support a $0.10 fee",,"more than 20 years","Own",95066,"Yes","No",45,"1968-1964 (age 45-49)","Male","I would not like to be contacted",,,,,"Brad Hunt",,"Mobile App, Direct","iOS 5.1.1","iPad 1.6"
55789551,"2013-09-16 03:51:04","2013-09-16 03:51:04","166.137.186.153","US","United States","California","Yes","No opinion.",,"Yes","Definitely no","Definitely no","Somewhat more likely to support a ban","Somewhat more likely to support a ban","Makes no difference","Makes no difference","Makes no difference",,"more than 20 years","Own",,"No","No",50,"1963-1959 (age 50-54)","Female","I would not like to be contacted",,,,,"Brad Hunt",,"Mobile App, Direct","iOS 5.1.1","iPad 1.6"
55789553,"2013-09-16 03:56:29","2013-09-16 03:56:29","166.137.186.153","US","United States","California","Yes","They've had a positive impact.",,"Yes","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Makes no difference",,"more than 20 years","Own",95066,"No","No",68,"1948 or earlier (age 65+)","Female","I would not like to be contacted",,,,,"Brad Hunt",,"Mobile App, Direct","iOS 5.1.1","iPad 1.6"
55789554,"2013-09-16 04:01:41","2013-09-16 04:01:41","166.137.186.153","US","United States","California","Yes","They've had a positive impact.",,"No","Definitely yes","Definitely yes","Much more likely to support a ban","Somewhat more likely to support a ban","Much more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee","Makes no difference","A good thing.","16-20 years","Own",95066,"Yes","No",45,"1968-1964 (age 45-49)","Male","I would not like to be contacted",,,,,"Brad Hunt",,"Mobile App, Direct","iOS 5.1.1","iPad 1.6"
55789557,"2013-09-16 04:10:12","2013-09-16 04:10:12","166.137.186.153","US","United States","California","No",,,"No","Definitely no","Definitely yes","Makes no difference","Makes no difference","Makes no difference","Makes no difference","Makes no difference",,"more than 20 years","Own",95066,"Yes","No",50,"1963-1959 (age 50-54)","Male","I would not like to be contacted",,,,,"Brad Hunt",,"Mobile App, Direct","iOS 5.1.1","iPad 1.6"
55789559,"2013-09-16 04:16:20","2013-09-16 04:16:20","166.137.186.153","US","United States","California","Yes","They've had a positive impact.",,"Yes","Probably yes","Probably yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee",,"more than 20 years","Own",95066,"Yes","No",30,"1983-1979 (age 30-34)","Male","I would not like to be contacted",,,,,"Brad Hunt",,"Mobile App, Direct","iOS 5.1.1","iPad 1.6"
55789563,"2013-09-16 04:21:59","2013-09-16 04:21:59","166.137.186.153","US","United States","California","Yes","No opinion.",,"No","Don't know","Don't know","Somewhat more likely to support a ban","Makes no difference","Somewhat more likely to support a $0.10 fee","Don't know/ Not applicable","Somewhat more likely to support a $0.10 fee","On the fence about the ban.","11-15 years","Own",95066,"Yes","No",50,"1963-1959 (age 50-54)","Male","I would not like to be contacted",,,,,"Brad Hunt",,"Mobile App, Direct","iOS 5.1.1","iPad 1.6"
55789566,"2013-09-16 04:31:10","2013-09-16 04:31:10","166.137.186.153","US","United States","California","Yes","They've had a positive impact.",,"No","Probably yes","Probably yes","Much more likely to support a ban","Much more likely to support a ban","Somewhat more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee",,"16-20 years","Own",95066,"Yes","No",18,"1995-1989 (age 18-24)","Female","I would not like to be contacted",,,,,"Brad Hunt",,"Mobile App, Direct","iOS 5.1.1","iPad 1.6"
55789568,"2013-09-16 04:36:09","2013-09-16 04:36:09","166.137.186.153","US","United States","California","Yes","They've had a positive impact.",,"Yes","Definitely yes","Definitely yes","Makes no difference","Makes no difference","Makes no difference","Makes no difference","Much more likely to support a $0.10 fee","Great change for the environment.","6-10 years","Own",95066,"Yes","No",35,"1978-1974 (age 35-39)","Female","I would not like to be contacted",,,,,"Brad Hunt",,"Mobile App, Direct","iOS 5.1.1","iPad 1.6"
55789570,"2013-09-16 04:41:13","2013-09-16 04:41:13","166.137.186.153","US","United States","California","Yes","No opinion.",,"Yes","Don't know","Probably yes","Much more likely to support a ban","Much more likely to support a ban","Makes no difference","Makes no difference","Makes no difference",,"5 years or less","Rent",95066,"Yes","No",30,"1983-1979 (age 30-34)","Female","I would not like to be contacted",,,,,"Brad Hunt",,"Mobile App, Direct","iOS 5.1.1","iPad 1.6"
55789572,"2013-09-16 04:45:43","2013-09-16 04:45:43","166.137.186.153","US","United States","California","No",,,"No","Definitely yes","Definitely yes","Makes no difference","Makes no difference","Makes no difference","Makes no difference","Makes no difference","Good idea. We should try to be better stewards of our world.","16-20 years","Own",95066,"No","No",50,"1963-1959 (age 50-54)","Male","I would not like to be contacted",,,,,"Brad Hunt",,"Mobile App, Direct","iOS 5.1.1","iPad 1.6"
55789577,"2013-09-16 04:56:33","2013-09-16 04:56:33","166.137.186.153","US","United States","California","Yes","They've had a positive impact.",,"Yes","Probably yes","Probably yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee",,"more than 20 years","Own",95066,"Yes","No",55,"1958-1954 (age 55-59)","Female","I would not like to be contacted",,,,,"Brad Hunt",,"Mobile App, Direct","iOS 5.1.1","iPad 1.6"
55798763,"2013-09-16 06:12:37","2013-09-16 06:12:37","174.253.240.78","US","United States","California","Yes","They've had a positive impact.",,"Yes","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Somewhat more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee",,"16-20 years","Own",95066,"No","No",18,"1995-1989 (age 18-24)","Male","I would not like to be contacted",,,,,"Laura Kasa",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
55798766,"2013-09-16 06:20:56","2013-09-16 06:20:56","174.253.240.78","US","United States","California","Yes","They've had a positive impact.",,"No","Probably yes","Don't know","Somewhat more likely to support a ban","Much more likely to support a ban","Somewhat more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Advertise incentives for remembering bags.  ","6-10 years","Own",95066,"No","No",60,"1953-1949 (age 60-64)","Female","I would not like to be contacted",,,,,"Laura Kasa",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
55798768,"2013-09-16 06:26:44","2013-09-16 06:26:44","174.253.240.78","US","United States","California","No",,,"No","Don't know","Don't know","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Good for the enviro so support. For future generations Q","6-10 years","Own",95066,"Yes","No",40,"1973-1969 (age 40-44)","Female","I would not like to be contacted",,,,,"Laura Kasa",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
55798770,"2013-09-16 06:34:34","2013-09-16 06:34:34","174.253.240.78","US","United States","California","Yes","They've had a positive impact.",,"Yes","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Raise awareness ","6-10 years","Own",95066,"No","No",45,"1968-1964 (age 45-49)","Male","I would not like to be contacted",,,,,"Laura Kasa",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
55798772,"2013-09-16 06:41:46","2013-09-16 06:41:46","174.253.240.78","US","United States","California","No",,,"No","Don't know","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee",,"more than 20 years","Own",95066,"Yes","No",45,"1968-1964 (age 45-49)","Male","I would not like to be contacted",,,,,"Laura Kasa",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
55799154,"2013-09-16 06:10:33","2013-09-16 06:10:33","70.197.9.138","US","United States","California","Yes","They've had a positive impact.",,"No","Definitely yes","Probably yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","make sure people aware of cleaning reusable bags.","more than 20 years","Own",95066,"Yes","No",45,"1968-1964 (age 45-49)","Male","I would not like to be contacted",,,,,"Brad Hunt",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
55799156,"2013-09-16 06:18:39","2013-09-16 06:18:39","70.197.9.138","US","United States","California","Yes","No opinion.",,"No","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","keep going","more than 20 years","Own",95066,"No","No",55,"1958-1954 (age 55-59)","Male","I would not like to be contacted",,,,,"Brad Hunt",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
